Id,Predicted
0,3.9601721658326565
1,1.271094392096955
2,4.69495603095656
3,6.924990353346325
4,3.3418035326498274
5,2.6743180005883675
6,4.394309109525975
7,4.4013373252123245
8,2.450529502379385
9,5.799438741510144
10,4.978091114959818
11,7.0608596072478225
12,4.550138862376191
13,4.947078119418697
14,2.406721128387236
15,4.408432722210589
16,4.252137834803228
17,2.47802205101747
18,5.012633781154315
19,4.676245068828315
20,3.5116891880667755
21,4.227400358435537
22,2.925674002523383
23,4.396948070557553
24,4.866592736392359
25,4.082612697636141
26,5.629484852153868
27,3.7792263054867328
28,3.8427325956733713
29,5.482320564448717
30,3.7677761231991913
31,5.887761598224743
32,5.73186805891304
33,4.181318491726478
34,6.639156506204042
35,5.827325122641178
36,4.0589908341467105
37,5.192531775456645
38,5.870521262297165
39,5.694979235953608
40,6.600762446784193
41,3.6558824973293924
42,0.07442168106873959
43,5.3002762949249105
44,2.4219851067976554
45,4.753356431407996
46,5.501983492879005
47,3.4137424002334322
48,6.687628693415428
49,4.9514727314002345
50,5.209829794346307
51,7.045000343634275
52,8.12528281774592
53,6.023440574567027
54,2.105155639017547
55,4.156573713620454
56,4.7804015511745215
57,3.555279509966992
58,4.3045539397365085
59,5.581187158023558
60,4.739022740917513
61,4.306038536666875
62,6.715183657412336
63,6.8425875388466375
64,2.692932884507894
65,5.447675696119161
66,3.9809896053824603
67,2.7051504805071964
68,4.019607230457244
69,3.637494412723766
70,0.6681249635185526
71,4.898470074369198
72,7.2808869340577145
73,6.093116143662396
74,5.903455534771359
75,1.9676014056399236
76,4.427082702040032
77,4.069259389264253
78,3.9057726136400652
79,5.354577457756323
80,4.438571202127252
81,7.849894288890105
82,0.13634261919815327
83,0.5257328025015304
84,3.5739936367699063
85,5.390082731688411
86,4.928297556046067
87,0.1595798244459969
88,4.618904804431531
89,6.839771816487908
